x;f(x);cos(x);sin(x);tan(x);cot(x);sec(x);log_2(x);log_5(x);log_10(x);ln(x)
-6.249185307179575;852337.4924023378;0.9994220556785294;0.03399344971170951;0.03401310739398344;29.400430499240112;1.0005782785342658;NaN;NaN;NaN;NaN;
-6.2481853071795745;761807.0963996797;0.9993875625234886;0.03499285460433533;0.03501429867305647;28.559760951873663;1.0006128127860276;NaN;NaN;NaN;NaN;
-6.247185307179574;683114.023352856;0.9993520699809767;0.03599222450387088;0.036015560066389826;27.765776740848533;1.000648350104519;NaN;NaN;NaN;NaN;
-6.246185307179574;614438.500615913;0.9993155780864753;0.036991558411260825;0.0370168935844006;27.014692567866174;1.000684890667706;NaN;NaN;NaN;NaN;
-6.2451853071795735;554279.941146833;0.9992780868764806;0.03799085532705214;0.038018301237649516;26.30312158739224;1.0007224346585804;NaN;NaN;NaN;NaN;
-6.244185307179573;501394.4115168243;0.9992395963884855;0.03899011425190557;0.039019785037368505;25.628024322592218;1.0007609822651773;NaN;NaN;NaN;NaN;
-6.243185307179573;454745.5681903916;0.999200106660981;0.03998933418655678;0.040021346995436996;24.986665244276118;1.0008005336805776;NaN;NaN;NaN;NaN;
-6.2421853071795725;413465.911807119;0.9991596177334561;0.04098851413181406;0.04102298912439483;24.376575704117514;1.0008410891029107;NaN;NaN;NaN;NaN;
-6.241185307179572;376826.00163956906;0.999118129646368;0.04198765308925163;0.04202471343815261;23.79552216273148;1.0008826487353844;NaN;NaN;NaN;NaN;
-6.240185307179572;344209.8523183444;0.999075642441258;0.042986750058448354;0.04302652194923851;23.241478852968225;1.0009252127861743;NaN;NaN;NaN;NaN;
-6.2391853071795715;315095.1619827927;0.9990321561605872;0.043985804040941885;0.04402841667277774;22.7126041672602;1.000968781468589;NaN;NaN;NaN;NaN;
-6.238185307179571;289037.33963240945;0.9989876708478409;0.04498481403769406;0.04503039962396678;22.207220196814877;1.001013355000968;NaN;NaN;NaN;NaN;
-6.237185307179571;265656.5364794363;0.9989421865475054;0.04598377904966915;0.04603247281866833;21.723794937960687;1.001058933606709;NaN;NaN;NaN;NaN;
-6.2361853071795705;244627.06590455875;0.998895703305067;0.04698269807786081;0.047034638273453555;21.260926770311787;1.0011055175142702;NaN;NaN;NaN;NaN;
-6.23518530717957;225668.73249780355;0.9988482211670111;0.04798157012330494;0.04803689800563027;20.81733087517002;1.0011531069571744;NaN;NaN;NaN;NaN;
-6.23418530717957;208539.6945576463;0.9987997401808149;0.04898039418723367;0.04903925403341279;20.391827316921507;1.0012017021740192;NaN;NaN;NaN;NaN;
-6.2331853071795695;193030.56422348652;0.9987502603949686;0.049979169270630855;0.050041708375491135;19.983330554913042;1.001251303408459;NaN;NaN;NaN;NaN;
-6.232185307179569;178959.51101135215;0.9986997818589325;0.050977894375118044;0.051044263051935594;19.59084018869149;1.0013019109092498;NaN;NaN;NaN;NaN;
-6.231185307179569;166168.18249378892;0.9986483046232071;0.051976568501529465;0.052046920082781674;19.213432771996498;1.0013535249301835;NaN;NaN;NaN;NaN;
-6.2301853071795685;154518.29311909963;0.9985958287392516;0.052975190651543304;0.053049681489682976;18.850254552319576;1.001406145730171;NaN;NaN;NaN;NaN;
-6.229185307179568;143888.76168033836;0.9985423542595655;0.05397375982608942;0.05405254929432793;18.500515018353376;1.0014597735731654;NaN;NaN;NaN;NaN;
-6.228185307179568;134173.30091743893;0.9984878812375979;0.05497227502707698;0.05505552552018997;18.163481150194087;1.001514408728254;NaN;NaN;NaN;NaN;
-6.2271853071795675;125278.38123799335;0.9984324097278328;0.0559707352557841;0.0560586121909258;17.838472286723324;1.0015700514695778;NaN;NaN;NaN;NaN;
-6.226185307179567;117121.5049961612;0.9983759397857439;0.056969139513711395;0.05706181133124786;17.524855532449347;1.0016267020763787;NaN;NaN;NaN;NaN;
-6.225185307179567;109629.73953943097;0.9983184714677911;0.05796748680263081;0.058065124966989075;17.222041639771128;1.0016843608330082;NaN;NaN;NaN;NaN;
-6.2241853071795665;102738.46655621733;0.9982600048314532;0.058965776124011764;0.05906855512454151;16.929481310175557;1.0017430280288957;NaN;NaN;NaN;NaN;
-6.223185307179566;96390.31279955;0.9982005399352099;0.05996400647934972;0.060072103831201894;16.646661865046795;1.0018027039585722;NaN;NaN;NaN;NaN;
-6.222185307179566;90534.23338632865;0.9981400768384933;0.060962176870964835;0.061075773115990196;16.373104243819892;1.0018633889217212;NaN;NaN;NaN;NaN;
-6.2211853071795655;85124.72383965527;0.9980786156017747;0.061960286300540006;0.062079565008195364;16.108360293246033;1.0019250832230955;NaN;NaN;NaN;NaN;
-6.220185307179565;80121.14104060014;0.9980161562865367;0.06295833376962205;0.06308348153789438;15.852010314289611;1.0019877871725493;NaN;NaN;NaN;NaN;
-6.219185307179565;75487.11660201984;0.9979526989552331;0.06395631828025979;0.06408752473660957;15.60366083898317;1.0020515010850817;NaN;NaN;NaN;NaN;
-6.2181853071795645;71190.04887824303;0.9978882436712935;0.06495423883490034;0.06509169663722024;15.362942612686295;1.0021162252808362;NaN;NaN;NaN;NaN;
-6.217185307179564;67200.66205346776;0.997822790499212;0.06595209443501956;0.06609599927259995;15.129508760064232;1.0021819600850155;NaN;NaN;NaN;NaN;
-6.216185307179564;63492.62257625091;0.9977563395044179;0.06694988408313157;0.06710043467765421;14.903033114523474;1.0022487058280145;NaN;NaN;NaN;NaN;
-6.2151853071795635;60042.20478245421;0.9976888907533619;0.06794760678144891;0.06810500488798787;14.683208695817545;1.0023164628453396;NaN;NaN;NaN;NaN;
-6.214185307179563;56827.998767143865;0.9976204443135017;0.06894526153211294;0.06910971194015239;14.469746319677611;1.0023852314776245;NaN;NaN;NaN;NaN;
-6.213185307179563;53830.65465155507;0.9975510002532787;0.06994284733754566;0.0701145578720157;14.262373326597308;1.0024550120706606;NaN;NaN;NaN;NaN;
-6.2121853071795625;51032.65826952729;0.9974805586421418;0.07094036320009006;0.07111954472241576;14.06083241819201;1.0025258049753751;NaN;NaN;NaN;NaN;
-6.211185307179562;48418.134030814756;0.9974091195505281;0.07193780812229619;0.07212467453146429;13.864880590397;1.0025976105478556;NaN;NaN;NaN;NaN;
-6.210185307179562;45972.67134767313;0.9973366830498677;0.07293518110684183;0.07312994934048266;13.674288154421413;1.00267042914935;NaN;NaN;NaN;NaN;
-6.2091853071795615;43683.171530679734;0.9972632492126198;0.07393248115604031;0.07413537119152143;13.488837837158709;1.002744261146233;NaN;NaN;NaN;NaN;
-6.208185307179561;41537.71249755796;0.997188818112207;0.07492970727274731;0.07514094212829006;13.308323953307298;1.0028191069100783;NaN;NaN;NaN;NaN;
-6.207185307179561;39525.429023326484;0.9971133898230473;0.07592685845991327;0.07614666419572164;13.132551643098578;1.0028949668176304;NaN;NaN;NaN;NaN;
-6.2061853071795605;37636.40656662133;0.9970369644205956;0.07692393372003231;0.07715253943943275;12.961336169433963;1.0029718412507667;NaN;NaN;NaN;NaN;
-6.20518530717956;35861.58697697518;0.9969595419812599;0.07792093205626092;0.07815856990686752;12.794502268805376;1.0030497305965875;NaN;NaN;NaN;NaN;
-6.20418530717956;34192.68462723901;0.9968811225824501;0.07891785247175735;0.0791647576466473;12.631883551813678;1.0031286352473707;NaN;NaN;NaN;NaN;
-6.2031853071795595;32622.1117001189;0.9968017063026243;0.07991469396911127;0.08017110470801055;12.473321948625735;1.0032085556005306;NaN;NaN;NaN;NaN;
-6.202185307179559;31142.91152669611;0.9967212932211571;0.08091145555200542;0.08117761314250604;12.318667195160266;1.003289492058755;NaN;NaN;NaN;NaN;
-6.201185307179559;29748.69903050252;0.9966398834184841;0.0819081362233963;0.08218428500217212;12.167776357409085;1.0033714450298645;NaN;NaN;NaN;NaN;
-6.2001853071795585;28433.60743459342;0.996557476976005;0.08290473498672529;0.08319112234077539;12.020513389682433;1.0034544149269153;NaN;NaN;NaN;NaN;
-6.199185307179558;27192.240513390196;0.9964740739761414;0.08390125084521398;0.08419812721311486;11.876748724694178;1.0035384021681462;NaN;NaN;NaN;NaN;
-6.198185307179558;26019.629750129192;0.9963896745022804;0.08489768280253357;0.08520530167571429;11.73635889238364;1.0036234071770394;NaN;NaN;NaN;NaN;
-6.1971853071795575;24911.195848385392;0.9963042786388431;0.08589402986200206;0.08621264778602677;11.599226165538076;1.0037094303822585;NaN;NaN;NaN;NaN;
-6.196185307179557;23862.714106783744;0.9962178864711949;0.08689029102762534;0.0872201676035032;11.465238229602244;1.0037964722177415;NaN;NaN;NaN;NaN;
-6.195185307179557;22870.283234103288;0.996130498085747;0.08788646530292095;0.08822786318841898;11.334287875298589;1.003884533122607;NaN;NaN;NaN;NaN;
-6.1941853071795565;21930.297224093865;0.9960421135698896;0.08888255169169719;0.08923573660267783;11.206272711710787;1.0039736135412238;NaN;NaN;NaN;NaN;
-6.193185307179556;21039.419961990443;0.9959527330119937;0.08987854919801683;0.0902437899097913;11.08109489860312;1.0040637139232165;NaN;NaN;NaN;NaN;
-6.192185307179556;20194.56226989912;0.9958623565014453;0.09087445682582274;0.09125202517451603;10.958660896429839;1.0041548347234357;NaN;NaN;NaN;NaN;
-6.1911853071795555;19392.86113220417;0.9957709841286289;0.09187027357911788;0.09226044446305189;10.838881232579324;1.0042469764019804;NaN;NaN;NaN;NaN;
-6.190185307179555;18631.660873266206;0.995678615984907;0.09286599846219327;0.09326904984328897;10.721670282695106;1.0043401394242242;NaN;NaN;NaN;NaN;
-6.189185307179555;17908.496085692146;0.9955852521626596;0.09386163047919785;0.0942778433843882;10.606946066031815;1.0044343242607807;NaN;NaN;NaN;NaN;
-6.1881853071795545;17221.07612857056;0.9954908927552389;0.09485716863462317;0.0952868271572884;10.494630053630777;1.004529531387556;NaN;NaN;NaN;NaN;
-6.187185307179554;16567.271037753188;0.9953955378570103;0.0958526119328693;0.09629600323428276;10.384646988588468;1.0046257612857123;NaN;NaN;NaN;NaN;
-6.186185307179554;15945.098705333923;0.9952991875633348;0.09684795937842851;0.09730537368922115;10.276924717373275;1.0047230144416912;NaN;NaN;NaN;NaN;
-6.1851853071795535;15352.713202518804;0.9952018419705289;0.09784320997630082;0.09831494059794783;10.171394031446663;1.0048212913472614;NaN;NaN;NaN;NaN;
-6.184185307179553;14788.394134469854;0.9951035011759839;0.09883836273076702;0.09932470603707329;10.067988518654628;1.004920592499403;NaN;NaN;NaN;NaN;
-6.183185307179553;14250.536924092155;0.9950041652780198;0.09983341664688711;0.10033467208551039;9.966644423253292;1.0050209184004615;NaN;NaN;NaN;NaN;
-6.1821853071795525;13737.643938118174;0.994903834375976;0.10082837072957468;0.10134484082355186;9.867300514498483;1.0051222695580628;NaN;NaN;NaN;NaN;
-6.181185307179552;13248.316372939606;0.994802508570167;0.10182322398403368;0.10235521433332988;9.769897962827777;1.0052246464851635;NaN;NaN;NaN;NaN;
-6.180185307179552;12781.246829653792;0.9947001879619575;0.10281797541503392;0.10336579469809672;9.674380223368157;1.0053280496999817;NaN;NaN;NaN;NaN;
-6.1791853071795515;12335.212512182954;0.9945968726536117;0.10381262402836747;0.10437658400372056;9.58069292595698;1.0054324797261553;NaN;NaN;NaN;NaN;
-6.178185307179551;11909.068993196452;0.9944925627484904;0.10480716882894943;0.10538758433677238;9.488783771762334;1.0055379370925497;NaN;NaN;NaN;NaN;
-6.177185307179551;11501.744492616237;0.9943872583508911;0.10580160882235261;0.10639879778610177;9.398602435436764;1.0056444223334249;NaN;NaN;NaN;NaN;
-6.1761853071795505;11112.234624502995;0.9942809595661161;0.106795943014159;0.10741022644219454;9.310100472957988;1.0057519359883746;NaN;NaN;NaN;NaN;
-6.17518530717955;10739.597568807416;0.9941736665004616;0.10779017041005629;0.10842187239728727;9.223231234521828;1.0058604786023426;NaN;NaN;NaN;NaN;
-6.17418530717955;10382.949630371893;0.9940653792612183;0.1087842900158391;0.10943373774538526;9.137949782238607;1.0059700507256295;NaN;NaN;NaN;NaN;
-6.1731853071795495;10041.461150903564;0.99395609795669;0.10977830083723619;0.11044582458210302;9.054212812333361;1.0060806529138808;NaN;NaN;NaN;NaN;
-6.172185307179549;9714.352742685787;0.9938458226961502;0.11077220188031106;0.1114581350050888;8.97197858150366;1.006192285728137;NaN;NaN;NaN;NaN;
-6.171185307179549;9400.891816417488;0.9937345535898539;0.11176599215134204;0.11247067111391948;8.891206837266209;1.0063049497348284;NaN;NaN;NaN;NaN;
-6.1701853071795485;9100.389377752137;0.9936222907490974;0.11275967065629551;0.11348343500958032;8.811858752033542;1.0064186455057227;NaN;NaN;NaN;NaN;
-6.169185307179548;8812.197069054704;0.9935090342861277;0.11375323640163354;0.11449642879530468;8.733896860554383;1.0065333736180229;NaN;NaN;NaN;NaN;
-6.168185307179548;8535.704436421222;0.9933947843142074;0.11474668839373749;0.11550965457600339;8.657285000727077;1.0066491346543083;NaN;NaN;NaN;NaN;
-6.1671853071795475;8270.336402383246;0.9932795409475859;0.11574002563915885;0.11652311445853722;8.581988257409934;1.0067659292025715;NaN;NaN;NaN;NaN;
-6.166185307179547;8015.550927518829;0.9931633043015151;0.11673324714448767;0.11753681055159942;8.50797290914231;1.0068837578562098;NaN;NaN;NaN;NaN;
-6.165185307179547;7770.836845157369;0.9930460744922149;0.11772635191664721;0.11855074496603343;8.435206377543347;1.007002621214067;NaN;NaN;NaN;NaN;
-6.1641853071795465;7535.711855265786;0.9929278516369086;0.11871933896258552;0.11956491981453504;8.363657179306148;1.0071225198804048;NaN;NaN;NaN;NaN;
-6.163185307179546;7309.720664434582;0.9928086358538633;0.11971220728894429;0.12057933721133078;8.293294880592779;1.0072434544648696;NaN;NaN;NaN;NaN;
-6.162185307179546;7092.4332598779765;0.9926884272622527;0.12070495590320729;0.12159399927336811;8.224090053587233;1.0073654255826392;NaN;NaN;NaN;NaN;
-6.1611853071795455;6883.443307571584;0.9925672259822858;0.12169758381262179;0.12260890811923073;8.156014235340491;1.0074884338542998;NaN;NaN;NaN;NaN;
-6.160185307179545;6682.366663915226;0.9924450321351873;0.12269009002436577;0.12362406586932602;8.089039888536162;1.007612479905873;NaN;NaN;NaN;NaN;
-6.159185307179545;6488.839992221306;0.9923218458431345;0.12368247354607022;0.12463947464643628;8.02314036413176;1.0077375643688884;NaN;NaN;NaN;NaN;
-6.1581853071795445;6302.519476124812;0.9921976672293183;0.12467473338531306;0.12565513657521837;7.9582898658614765;1.0078636878803287;NaN;NaN;NaN;NaN;
-6.157185307179544;6123.079622088441;0.9920724964179272;0.12566686854975692;0.12667105378236154;7.8944634163866585;1.0079908510826543;NaN;NaN;NaN;NaN;
-6.156185307179544;5950.212144265135;0.9919463335341032;0.12665887804749282;0.1276872283969567;7.831636825032958;1.0081190546238556;NaN;NaN;NaN;NaN;
-6.1551853071795435;5783.62492569196;0.9918191787040547;0.1276507608861554;0.12870366254960738;7.7697866571167795;1.0082482991573471;NaN;NaN;NaN;NaN;
-6.154185307179543;5623.041049477698;0.9916910320548951;0.1286425160741856;0.12972035837374052;7.70889020456508;1.008378585342138;NaN;NaN;NaN;NaN;
-6.153185307179543;5468.197895494829;0.9915618937147855;0.12963414261971393;0.1307373180044796;7.648925458037435;1.0085099138426972;NaN;NaN;NaN;NaN;
-6.1521853071795425;5318.84629704773;0.9914317638128718;0.1306256395310582;0.13175454357917182;7.589871080226512;1.0086422853290238;NaN;NaN;NaN;NaN;
-6.151185307179542;5174.749753409251;0.9913006424792588;0.1316170058169111;0.13277203723759815;7.531706380391532;1.0087757004766829;NaN;NaN;NaN;NaN;
-6.150185307179542;5035.6836942076925;0.991168529845106;0.13260824048561748;0.133789801121249;7.474411290093294;1.0089101599667154;NaN;NaN;NaN;NaN;
-6.1491853071795415;4901.434791519775;0.9910354260424918;0.13359934254619923;0.13480783737439372;7.41796633991509;1.0090456644857857;NaN;NaN;NaN;NaN;
-6.148185307179541;4771.800316747165;0.9909013312045414;0.13459031100739674;0.13582614814311383;7.362352637331256;1.0091822147260598;NaN;NaN;NaN;NaN;
-6.147185307179541;4646.587538578425;0.9907662454653385;0.13558114487832212;0.13684473557599147;7.307551845461298;1.0093198113853028;NaN;NaN;NaN;NaN;
-6.1461853071795405;4525.613159461419;0.9906301689599707;0.13657184316812862;0.13786360182378737;7.253546162809284;1.0094584551668424;NaN;NaN;NaN;NaN;
-6.14518530717954;4408.702787685445;0.9904931018245176;0.13756240488609472;0.13888274903954476;7.2003183038612315;1.0095981467795894;NaN;NaN;NaN;NaN;
-6.14418530717954;4295.690442651563;0.9903550441960629;0.13855282904154026;0.13990217937852056;7.147851480529058;1.009738886938034;NaN;NaN;NaN;NaN;
-6.1431853071795395;4186.418090940387;0.9902159962126283;0.13954311464429922;0.14092189499868998;7.09612938436072;1.0098806763623225;NaN;NaN;NaN;NaN;
-6.142185307179539;4080.7352112520502;0.9900759580132851;0.1405332607039194;0.14194189805994026;7.045136169573502;1.0100235157781519;NaN;NaN;NaN;NaN;
-6.141185307179539;3978.498385942626;0.9899349297380677;0.14152326623028075;0.14296219072472485;6.994856436730954;1.010167405916867;NaN;NaN;NaN;NaN;
-6.1401853071795385;3879.5709175854217;0.9897929115279959;0.14251313023343826;0.14398277515791982;6.945275217144574;1.0103123475154483;NaN;NaN;NaN;NaN;
-6.139185307179538;3783.822468786421;0.9896499035251095;0.14350285172337673;0.14500365352658853;6.896377957929422;1.0104583413164834;NaN;NaN;NaN;NaN;
-6.138185307179538;3691.128723603523;0.98950590587238;0.1444924297106278;0.14602482800063601;6.848150507635896;1.0106053880682684;NaN;NaN;NaN;NaN;
-6.1371853071795375;3601.3710693555836;0.9893609187138436;0.1454818632053472;0.147046300751875;6.8005791025467115;1.0107534885246803;NaN;NaN;NaN;NaN;
-6.136185307179537;3514.4362971601654;0.9892149421944747;0.1464711512181905;0.1480680739549474;6.753650353446683;1.010902643445316;NaN;NaN;NaN;NaN;
-6.135185307179537;3430.2163202478246;0.9890679764602395;0.1474602927599399;0.14909014978695734;6.707351232988577;1.0110528535954475;NaN;NaN;NaN;NaN;
-6.1341853071795365;3348.607908745424;0.9889200216581007;0.1484492868414721;0.150112530427456;6.661669063551387;1.0112041197460253;NaN;NaN;NaN;NaN;
-6.133185307179536;3269.512439898579;0.988771077936038;0.14943813247362753;0.15113521805832436;6.616591505588668;1.0113564426736685;NaN;NaN;NaN;NaN;
-6.132185307179536;3192.835662680535;0.9886211454429717;0.1504268286677162;0.15215821486431427;6.572106546411187;1.0115098231607516;NaN;NaN;NaN;NaN;
-6.1311853071795355;3118.487475995112;0.9884702243288385;0.15141537443501482;0.15318152303254695;6.528202489457732;1.0116642619953373;NaN;NaN;NaN;NaN;
-6.130185307179535;3046.381719481905;0.988318314744577;0.15240376878686207;0.15420514475262923;6.4848679439597605;1.0118197599712013;NaN;NaN;NaN;NaN;
-6.129185307179535;2976.4359761545757;0.9881654168420676;0.15339201073505337;0.15522908221708095;6.442091814996011;1.0119763178879027;NaN;NaN;NaN;NaN;
-6.1281853071795345;2908.5713862178327;0.9880115307742205;0.15438009929126678;0.15625333762075858;6.399863293973875;1.0121339365507052;NaN;NaN;NaN;NaN;
-6.127185307179534;2842.712471240109;0.9878566566949425;0.1553680334672821;0.15727791316110035;6.358171849442688;1.0122926167706208;NaN;NaN;NaN;NaN;
-6.126185307179534;2778.7869680927015;0.9877007947590883;0.15635581227528839;0.15830281103846372;6.317007218254795;1.0124523593644688;NaN;NaN;NaN;NaN;
-6.1251853071795335;2716.725672098122;0.9875439451225095;0.1573434347275727;0.15932803345582106;6.27635939708804;1.012613165154838;NaN;NaN;NaN;NaN;
-6.124185307179533;2656.4622887707637;0.9873861079420765;0.1583308998363808;0.16035358261863356;6.236218634280748;1.0127750349700722;NaN;NaN;NaN;NaN;
-6.123185307179533;2597.933293610296;0.9872272833756233;0.15931820661426885;0.16137946073523474;6.196575421953095;1.0129379696443386;NaN;NaN;NaN;NaN;
-6.1221853071795325;2541.077799518077;0.9870674715819613;0.160305354074011;0.1624056700167533;6.157420488440108;1.013101970017624;NaN;NaN;NaN;NaN;
-6.121185307179532;2485.837431353093;0.9869066727209023;0.16129234122845976;0.16343221267698665;6.118744791006631;1.013267036935721;NaN;NaN;NaN;NaN;
-6.120185307179532;2432.1562071938706;0.9867448869532675;0.16227916709049078;0.1644590909323621;6.080539508827;1.0134331712502305;NaN;NaN;NaN;NaN;
-6.1191853071795315;2379.9804258884596;0.9865821144408182;0.16326583067342743;0.16548630700239722;6.04279603620325;1.0136003738186423;NaN;NaN;NaN;NaN;
-6.118185307179531;2329.2585605959507;0.9864183553463365;0.16425233099054834;0.16651386310920635;6.005505976064952;1.0137686455042647;NaN;NaN;NaN;NaN;
-6.117185307179531;2279.9411578825216;0.9862536098335926;0.16523866705528642;0.16754176147772643;5.968661133677668;1.0139379871762668;NaN;NaN;NaN;NaN;
-6.1161853071795305;2231.9807420858187;0.9860878780673095;0.16622483788143994;0.16857000433595593;5.932253510577269;1.0141083997097273;NaN;NaN;NaN;NaN;
-6.11518530717953;2185.3317246728807;0.9859211602132346;0.1672108424827451;0.16959859391452842;5.896275298744304;1.0142798839855718;NaN;NaN;NaN;NaN;
-6.11418530717953;2139.950318234396;0.9857534564380755;0.16819667987325773;0.17062753244712944;5.860718874955655;1.0144524408906492;NaN;NaN;NaN;NaN;
-6.1131853071795295;2095.7944549225426;0.9855847669095573;0.1691823490670159;0.17165682217016348;5.825576795361501;1.0146260713176845;NaN;NaN;NaN;NaN;
-6.112185307179529;2052.823709007579;0.9854150917963339;0.1701678490785577;0.1726864653233138;5.790841790222187;1.0148007761653812;NaN;NaN;NaN;NaN;
-6.111185307179529;2010.9992234134818;0.9852444312681146;0.1711531789221849;0.17371646414879252;5.75650675887275;1.0149765563383022;NaN;NaN;NaN;NaN;
-6.1101853071795285;1970.283639892689;0.9850727854955451;0.1721383376126531;0.17474682089208074;5.722564764812374;1.0151534127470039;NaN;NaN;NaN;NaN;
-6.109185307179528;1930.6410327425972;0.9849001546502701;0.17312332416481013;0.17577753780157013;5.689009030999565;1.0153313463079836;NaN;NaN;NaN;NaN;
-6.108185307179528;1892.036845803621;0.9847265389049189;0.1741081375936784;0.17680861712866822;5.655832935293386;1.015510357943705;NaN;NaN;NaN;NaN;
-6.1071853071795275;1854.4378325826676;0.9845519384331198;0.1750927769143725;0.17784006112773143;5.623030006055623;1.0156904485825962;NaN;NaN;NaN;NaN;
